Day,Row,Colummn,Pesticide,Soil ,BB,Soil,BCF,SPF,
2,1,A,ATZTOT,PLE,0.337135483,22.87721442,0.014736737,38372.57692,
2,1,H,ATZTOT,PLE,1.227227091,39.57404439,0.031010909,151025.4093,
2,3,C,ATZTOT,PLE,0.700940082,19.10798205,0.036683103,65953.66341,
2,5,C,ATZTOT,PLE,0.367019464,16.62668626,0.02207412,43530.9059,
2,6,F,ATZTOT,PLE,0.35231843,28.51661365,0.012354848,43995.0118,
2,7,B,ATZTOT,PLE,0.818657056,33.99919952,0.024078716,102647.0451,
2,1,B,ATZTOT,OLS,0.565666776,29.78251321,0.018993252,56229.12782,
2,2,F,ATZTOT,OLS,2.185564918,17.87349815,0.12227964,242050.1205,
2,2,I,ATZTOT,OLS,1.460641759,16.59253376,0.088030061,154899.0006,
2,4,B,ATZTOT,OLS,0.521202693,12.29392621,0.042395138,56943.41663,
2,5,H,ATZTOT,OLS,0.525601376,21.6577354,0.024268529,67219.11736,
2,7,E,ATZTOT,OLS,6.443801458,29.25664048,0.220250902,699210.53,
2,1,D,STAUGTOT,PLE,0.867924815,23.57654351,0.036813064,89847.83477,
2,1,F,STAUGTOT,PLE,0.560925254,23.85857164,0.023510429,66657.72951,
2,2,D,STAUGTOT,PLE,0.572604017,21.82224207,0.026239468,72493.09712,
2,5,D,STAUGTOT,PLE,0.357537561,22.10602964,0.016173757,39930.87838
2,6,B,STAUGTOT,PLE,0.525853638,18.47118347,0.028468865,56444.16293
2,6,F,STAUGTOT,PLE,1.29826811,8.640551756,0.150252917,140727.0366
2,1,E,STAUGTOT,OLS,1.138952601,14.25437079,0.079901991,120498.684
2,2,G,STAUGTOT,OLS,2.05354599,19.5060604,0.105277332,208665.5705
2,4,I,STAUGTOT,OLS,0.463586698,18.1116732,0.025596017,48925.51302
2,5,A,STAUGTOT,OLS,0.398005502,18.50933254,0.021502963,44093.45903
2,5,G,STAUGTOT,OLS,0.428099849,7.936778913,0.053938739,43715.55953
2,7,D,STAUGTOT,OLS,0.478180697,16.94936678,0.028212305,51435.96433
2,1,A,ATZDEA,PLE,0.075243228,0.018474887,4.07272996,-
2,1,H,ATZDEA,PLE,0.28456131,0.036885033,7.714817749,-
2,3,C,ATZDEA,PLE,0.031793951,0.02858711,1.112177859,-
2,5,C,ATZDEA,PLE,0.029729792,-0.000644321,-46.14129115,-
2,6,F,ATZDEA,PLE,0.098744923,0.026636263,3.707161309,-
2,7,B,ATZDEA,PLE,0.17487426,0.002484692,70.38067254,-
2,1,B,ATZDEA,OLS,0.046155227,0.038793145,1.189777909,-
2,2,F,ATZDEA,OLS,0.370135918,0.092473121,4.002632492,-
2,2,I,ATZDEA,OLS,0.388027409,0.022522862,17.22815714,-
2,4,B,ATZDEA,OLS,0.14018625,0.006018982,23.29069211,-
2,5,H,ATZDEA,OLS,0.175966309,0.034186583,5.147232996,-
2,7,E,ATZDEA,OLS,2.290047701,0.015977463,143.3298746,-
2,1,D,STAUGDEA,PLE,0.046360529,0.001983549,23.37251801,-
2,1,F,STAUGDEA,PLE,0.096682972,-0.005622976,-17.19427075,-
2,2,D,STAUGDEA,PLE,0.119649025,-0.000769958,-155.396854,-
2,5,D,STAUGDEA,PLE,0.051098408,0.003583328,14.26004024,-
2,6,B,STAUGDEA,PLE,0.138492752,0.010192612,13.58756254,-
2,6,F,STAUGDEA,PLE,0.090403007,-0.009369422,-9.648728061,-
2,1,E,STAUGDEA,OLS,0.210713066,0.002097435,100.4622485,-
2,2,G,STAUGDEA,OLS,0.021394977,0.009105339,2.34971785,-
2,4,I,STAUGDEA,OLS,0.079970792,0.007367168,10.85502537,-
2,5,A,STAUGDEA,OLS,0.094944473,0.016369788,5.799981882,-
2,5,G,STAUGDEA,OLS,0.054282492,-0.004208015,-12.8997861,-
2,7,D,STAUGDEA,OLS,0.118276274,0.015956316,7.412505234,-
2,1,A,ATZDIA,PLE,0.062467607,0.025933992,2.408715458,-
2,1,H,ATZDIA,PLE,0.224374895,0,#DIV/0!,-
2,3,C,ATZDIA,PLE,0.029488417,0.017180449,1.716393857,-
2,5,C,ATZDIA,PLE,0.019483386,0,#DIV/0!,-
2,6,F,ATZDIA,PLE,0.061417037,0.02595133,2.366623891,-
2,7,B,ATZDIA,PLE,0.082217508,0,#DIV/0!,-
2,1,B,ATZDIA,OLS,0.047388157,0.017522886,2.704358051,-
2,2,F,ATZDIA,OLS,0.539793864,0.081112363,6.654890103,-
2,2,I,ATZDIA,OLS,0.344314559,0.018497648,18.6139646,-
2,4,B,ATZDIA,OLS,0.110665161,0.00680966,16.25120262,-
2,5,H,ATZDIA,OLS,0.11308568,0.021651016,5.223111972,-
2,7,E,ATZDIA,OLS,2.254189657,0,#DIV/0!,-
2,1,D,STAUGDIA,PLE,0.054306702,0,#DIV/0!,-
2,1,F,STAUGDIA,PLE,0.09994256,0,#DIV/0!,-
2,2,D,STAUGDIA,PLE,0.109079207,0,#DIV/0!,-
2,5,D,STAUGDIA,PLE,0.048166354,0,#DIV/0!,-
2,6,B,STAUGDIA,PLE,0.077909035,0,#DIV/0!,-
2,6,F,STAUGDIA,PLE,0.10733303,0,#DIV/0!,-
2,1,E,STAUGDIA,OLS,0.36200935,0.013082795,27.67064242,-
2,2,G,STAUGDIA,OLS,0.047111933,0.013709882,3.43634847,-
2,4,I,STAUGDIA,OLS,0.116571545,0.009624223,12.11230667,-
2,5,A,STAUGDIA,OLS,0.067448012,0,#DIV/0!,-
2,5,G,STAUGDIA,OLS,0.061409112,0,#DIV/0!,-
2,7,D,STAUGDIA,OLS,0.116065672,0,#DIV/0!,-
2,1,A,ATZ,PLE,0.199424649,22.83280554,0.008734128,-
